RegID,Ayear,Asem,PYS,CourseCode,CourseName,Credits,RegNo,Grade,Dept
2332,2023,1,11,CE101,Engineering Mechanics,4,1249,D,7
3331,2023,1,11,CE101,Engineering Mechanics,4,1179,B,4
2323,2023,1,11,CE101,Engineering Mechanics,4,1110,D,6
2053,2023,1,11,CE101,Engineering Mechanics,4,1388,C,4
2575,2023,1,11,CE101,Engineering Mechanics,4,1315,C,5
3592,2023,1,11,CE101,Engineering Mechanics,4,1233,A,4
3349,2023,1,11,CE101,Engineering Mechanics,4,1344,B,3
2314,2023,1,11,CE101,Engineering Mechanics,4,1078,C,7
3358,2023,1,11,CE101,Engineering Mechanics,4,1205,B,3
2639,2023,1,11,CY101,Chemistry,4,1288,B,6
2648,2023,1,11,CY101,Chemistry,4,1169,B,6
2801,2023,1,11,CY101,Chemistry,4,1096,A,4
2144,2023,1,11,CY101,Chemistry,4,1103,C,3
2657,2023,1,11,CY101,Chemistry,4,1037,D,7
1982,2023,1,11,CY101,Chemistry,4,1306,C,6
2756,2023,1,11,CY101,Chemistry,4,1007,B,6
2747,2023,1,11,CY101,Chemistry,4,1289,F,5
2684,2023,1,11,CY101,Chemistry,4,1146,C,2
3629,2023,1,11,CY101,Chemistry,4,1403,C,7
2693,2023,1,11,CY101,Chemistry,4,1300,B,6
2729,2023,1,11,CY101,Chemistry,4,1109,C,5
2720,2023,1,11,CY101,Chemistry,4,1091,A,5
2702,2023,1,11,CY101,Chemistry,4,1310,B,6
3566,2023,1,11,CY101,Chemistry,4,1372,C,4
2000,2023,1,11,CY101,Chemistry,4,1028,F,8
3575,2023,1,11,CY101,Chemistry,4,1299,B,5
2171,2023,1,11,CY101,Chemistry,4,1278,D,3
2027,2023,1,11,CY101,Chemistry,4,1156,D,4
1874,2023,1,11,CY101,Chemistry,4,1294,F,5
3557,2023,1,11,CY101,Chemistry,4,1230,C,5
3548,2023,1,11,CY101,Chemistry,4,1234,D,4
2198,2023,1,11,CY101,Chemistry,4,1380,D,7
3530,2023,1,11,CY101,Chemistry,4,1026,B,6
2207,2023,1,11,CY101,Chemistry,4,1061,D,5
2090,2023,1,11,CY101,Chemistry,4,1149,C,2
3512,2023,1,11,CY101,Chemistry,4,1338,D,5
2225,2023,1,11,CY101,Chemistry,4,1250,A,4
1883,2023,1,11,CY101,Chemistry,4,1017,C,5
3494,2023,1,11,CY101,Chemistry,4,1034,D,5
2234,2023,1,11,CY101,Chemistry,4,1263,A,6
3485,2023,1,11,CY101,Chemistry,4,1287,P,3
2072,2023,1,11,CY101,Chemistry,4,1130,A,5
3737,2023,1,11,CY101,Chemistry,4,1376,B,1
3584,2023,1,11,CY101,Chemistry,4,1048,D,5
3467,2023,1,11,CY101,Chemistry,4,1356,A,3
2252,2023,1,11,CY101,Chemistry,4,1083,F,6
3449,2023,1,11,CY101,Chemistry,4,1123,B,6
3440,2023,1,11,CY101,Chemistry,4,1399,C,6
1892,2023,1,11,CY101,Chemistry,4,1391,B,3
3431,2023,1,11,CY101,Chemistry,4,1392,D,7
2270,2023,1,11,CY101,Chemistry,4,1092,EX,4
2279,2023,1,11,CY101,Chemistry,4,1241,C,6
3395,2023,1,11,CY101,Chemistry,4,1368,A,8
3386,2023,1,11,CY101,Chemistry,4,1320,B,5
3368,2023,1,11,CY101,Chemistry,4,1099,F,2
2315,2023,1,11,CY101,Chemistry,4,1078,P,7
3323,2023,1,11,CY101,Chemistry,4,1093,C,6
3314,2023,1,11,CY101,Chemistry,4,1040,B,4
3305,2023,1,11,CY101,Chemistry,4,1225,D,6
2342,2023,1,11,CY101,Chemistry,4,1057,A,4
2351,2023,1,11,CY101,Chemistry,4,1084,B,5
3287,2023,1,11,CY101,Chemistry,4,1199,B,4
1910,2023,1,11,CY101,Chemistry,4,1160,B,6
3278,2023,1,11,CY101,Chemistry,4,1231,EX,4
2360,2023,1,11,CY101,Chemistry,4,1371,D,5
3260,2023,1,11,CY101,Chemistry,4,1144,F,4
3251,2023,1,11,CY101,Chemistry,4,1196,B,3
3701,2023,1,11,CY101,Chemistry,4,1206,P,6
3242,2023,1,11,CY101,Chemistry,4,1165,B,4
2387,2023,1,11,CY101,Chemistry,4,1012,A,5
2396,2023,1,11,CY101,Chemistry,4,1347,D,8
2405,2023,1,11,CY101,Chemistry,4,1215,F,3
3188,2023,1,11,CY101,Chemistry,4,1075,B,7
2423,2023,1,11,CY101,Chemistry,4,1282,EX,6
3179,2023,1,11,CY101,Chemistry,4,1038,F,5
3692,2023,1,11,CY101,Chemistry,4,1261,D,3
3602,2023,1,11,CY101,Chemistry,4,1383,D,5
2117,2023,1,11,CY101,Chemistry,4,1404,EX,6
3161,2023,1,11,CY101,Chemistry,4,1348,C,8
3143,2023,1,11,CY101,Chemistry,4,1031,EX,4
3134,2023,1,11,CY101,Chemistry,4,1033,D,5
2450,2023,1,11,CY101,Chemistry,4,1095,EX,4
1928,2023,1,11,CY101,Chemistry,4,1209,EX,7
3107,2023,1,11,CY101,Chemistry,4,1243,C,4
2468,2023,1,11,CY101,Chemistry,4,1385,EX,4
3089,2023,1,11,CY101,Chemistry,4,1302,C,6
3683,2023,1,11,CY101,Chemistry,4,1398,D,4
2126,2023,1,11,CY101,Chemistry,4,1325,F,6
3071,2023,1,11,CY101,Chemistry,4,1386,D,6
3062,2023,1,11,CY101,Chemistry,4,1273,B,5
2504,2023,1,11,CY101,Chemistry,4,1025,P,5
3053,2023,1,11,CY101,Chemistry,4,1088,A,4
3755,2023,1,11,CY101,Chemistry,4,1295,C,3
3044,2023,1,11,CY101,Chemistry,4,1114,C,5
3035,2023,1,11,CY101,Chemistry,4,1153,EX,6
3026,2023,1,11,CY101,Chemistry,4,1337,EX,6
3674,2023,1,11,CY101,Chemistry,4,1387,D,7
3611,2023,1,11,CY101,Chemistry,4,1402,B,6
3008,2023,1,11,CY101,Chemistry,4,1082,C,2
2531,2023,1,11,CY101,Chemistry,4,1189,C,7
2981,2023,1,11,CY101,Chemistry,4,1281,B,6
1946,2023,1,11,CY101,Chemistry,4,1177,A,6
2972,2023,1,11,CY101,Chemistry,4,1056,A,6
2558,2023,1,11,CY101,Chemistry,4,1042,C,3
2567,2023,1,11,CY101,Chemistry,4,1089,A,6
2927,2023,1,11,CY101,Chemistry,4,1014,C,7
3665,2023,1,11,CY101,Chemistry,4,1125,C,5
2576,2023,1,11,CY101,Chemistry,4,1315,B,5
2909,2023,1,11,CY101,Chemistry,4,1174,C,2
1955,2023,1,11,CY101,Chemistry,4,1357,A,6
2900,2023,1,11,CY101,Chemistry,4,1178,P,3
2594,2023,1,11,CY101,Chemistry,4,1008,D,5
2891,2023,1,11,CY101,Chemistry,4,1351,C,4
2603,2023,1,11,CY101,Chemistry,4,1122,B,4
2612,2023,1,11,CY101,Chemistry,4,1011,A,5
2864,2023,1,11,CY101,Chemistry,4,1284,B,2
2855,2023,1,11,CY101,Chemistry,4,1187,A,6
2621,2023,1,11,CY101,Chemistry,4,1129,EX,6
3656,2023,1,11,CY101,Chemistry,4,1210,P,6
2846,2023,1,11,CY101,Chemistry,4,1328,F,4
2837,2023,1,11,CY101,Chemistry,4,1307,F,2
2630,2023,1,11,CY101,Chemistry,4,1018,B,8
1973,2023,1,11,CY101,Chemistry,4,1124,D,4
2828,2023,1,11,CY101,Chemistry,4,1219,C,4
2532,2023,1,11,CY102,Chemistry Lab,2,1189,A,7
2064,2023,1,11,CY102,Chemistry Lab,2,1389,C,7
2154,2023,1,11,CY102,Chemistry Lab,2,1173,D,4
2145,2023,1,11,CY102,Chemistry Lab,2,1103,A,3
2424,2023,1,11,CY102,Chemistry Lab,2,1282,B,6
3657,2023,1,11,CY102,Chemistry Lab,2,1210,D,6
2109,2023,1,11,CY102,Chemistry Lab,2,1108,B,6
3180,2023,1,11,CY102,Chemistry Lab,2,1038,D,5
2919,2023,1,11,CY102,Chemistry Lab,2,1188,A,2
3018,2023,1,11,CY102,Chemistry Lab,2,1041,C,6
3306,2023,1,11,CY102,Chemistry Lab,2,1225,B,6
2811,2023,1,11,CY102,Chemistry Lab,2,1291,C,7
3171,2023,1,11,CY102,Chemistry Lab,2,1151,C,5
2883,2023,1,11,CY102,Chemistry Lab,2,1010,C,3
2199,2023,1,11,CY102,Chemistry Lab,2,1380,B,7
1992,2023,1,11,CY102,Chemistry Lab,2,1053,C,5
2118,2023,1,11,CY102,Chemistry Lab,2,1404,B,6
3162,2023,1,11,CY102,Chemistry Lab,2,1348,B,8
2910,2023,1,11,CY102,Chemistry Lab,2,1174,C,2
2316,2023,1,11,CY102,Chemistry Lab,2,1078,D,7
3603,2023,1,11,CY102,Chemistry Lab,2,1383,C,5
2703,2023,1,11,CY102,Chemistry Lab,2,1310,A,6
2298,2023,1,11,CY102,Chemistry Lab,2,1397,A,4
3297,2023,1,11,CY102,Chemistry Lab,2,1135,B,4
2514,2023,1,11,CY102,Chemistry Lab,2,1313,A,4
2343,2023,1,11,CY102,Chemistry Lab,2,1057,B,4
1938,2023,1,11,CY102,Chemistry Lab,2,1001,B,6
2253,2023,1,11,CY102,Chemistry Lab,2,1083,D,6
3585,2023,1,11,CY102,Chemistry Lab,2,1048,C,5
2685,2023,1,11,CY102,Chemistry Lab,2,1146,C,2
2928,2023,1,11,CY102,Chemistry Lab,2,1014,B,7
3621,2023,1,11,CY102,Chemistry Lab,2,1236,C,7
2829,2023,1,11,CY102,Chemistry Lab,2,1219,C,4
3054,2023,1,11,CY102,Chemistry Lab,2,1088,B,4
2505,2023,1,11,CY102,Chemistry Lab,2,1025,C,5
2037,2023,1,11,CY102,Chemistry Lab,2,1164,B,6
3063,2023,1,11,CY102,Chemistry Lab,2,1273,B,5
2307,2023,1,11,CY102,Chemistry Lab,2,1200,B,5
2487,2023,1,11,CY102,Chemistry Lab,2,1184,B,4
3117,2023,1,11,CY102,Chemistry Lab,2,1195,C,3
2721,2023,1,11,CY102,Chemistry Lab,2,1091,A,5
2586,2023,1,11,CY102,Chemistry Lab,2,1382,A,6
2460,2023,1,11,CY102,Chemistry Lab,2,1297,A,3
3342,2023,1,11,CY102,Chemistry Lab,2,1080,B,5
3072,2023,1,11,CY102,Chemistry Lab,2,1386,C,6
2640,2023,1,11,CY102,Chemistry Lab,2,1288,A,6
3081,2023,1,11,CY102,Chemistry Lab,2,1052,A,3
2694,2023,1,11,CY102,Chemistry Lab,2,1300,B,6
3360,2023,1,11,CY102,Chemistry Lab,2,1205,C,3
2244,2023,1,11,CY102,Chemistry Lab,2,1262,A,2
2802,2023,1,11,CY102,Chemistry Lab,2,1096,B,4
3630,2023,1,11,CY102,Chemistry Lab,2,1403,A,7
2469,2023,1,11,CY102,Chemistry Lab,2,1385,EX,4
3684,2023,1,11,CY102,Chemistry Lab,2,1398,D,4
3090,2023,1,11,CY102,Chemistry Lab,2,1302,C,6
3279,2023,1,11,CY102,Chemistry Lab,2,1231,B,4
3468,2023,1,11,CY102,Chemistry Lab,2,1356,A,3
2172,2023,1,11,CY102,Chemistry Lab,2,1278,C,3
3396,2023,1,11,CY102,Chemistry Lab,2,1368,B,8
3576,2023,1,11,CY102,Chemistry Lab,2,1299,B,5
3378,2023,1,11,CY102,Chemistry Lab,2,1283,B,4
2838,2023,1,11,CY102,Chemistry Lab,2,1307,D,2
2280,2023,1,11,CY102,Chemistry Lab,2,1241,B,6
3477,2023,1,11,CY102,Chemistry Lab,2,1266,A,5
2775,2023,1,11,CY102,Chemistry Lab,2,1374,C,4
2361,2023,1,11,CY102,Chemistry Lab,2,1371,C,5
3729,2023,1,11,CY102,Chemistry Lab,2,1166,B,3
2190,2023,1,11,CY102,Chemistry Lab,2,1019,A,5
3486,2023,1,11,CY102,Chemistry Lab,2,1287,D,3
3333,2023,1,11,CY102,Chemistry Lab,2,1179,B,4
2946,2023,1,11,CY102,Chemistry Lab,2,1370,B,4
3549,2023,1,11,CY102,Chemistry Lab,2,1234,C,4
3522,2023,1,11,CY102,Chemistry Lab,2,1045,B,1
2028,2023,1,11,CY102,Chemistry Lab,2,1156,D,4
3702,2023,1,11,CY102,Chemistry Lab,2,1206,D,6
2181,2023,1,11,CY102,Chemistry Lab,2,1168,B,6
3495,2023,1,11,CY102,Chemistry Lab,2,1034,C,5
3252,2023,1,11,CY102,Chemistry Lab,2,1196,B,3
3423,2023,1,11,CY102,Chemistry Lab,2,1134,C,3
3504,2023,1,11,CY102,Chemistry Lab,2,1272,B,7
2325,2023,1,11,CY102,Chemistry Lab,2,1110,C,6
2271,2023,1,11,CY102,Chemistry Lab,2,1092,A,4
2019,2023,1,11,CY102,Chemistry Lab,2,1401,A,5
2820,2023,1,11,CY102,Chemistry Lab,2,1190,EX,5
3234,2023,1,11,CY102,Chemistry Lab,2,1016,C,7
2595,2023,1,11,CY102,Chemistry Lab,2,1008,C,5
2649,2023,1,11,CY102,Chemistry Lab,2,1169,A,6
2163,2023,1,11,CY102,Chemistry Lab,2,1036,D,3
3756,2023,1,11,CY102,Chemistry Lab,2,1295,C,3
3567,2023,1,11,CY102,Chemistry Lab,2,1372,B,4
2289,2023,1,11,CY102,Chemistry Lab,2,1148,C,2
3747,2023,1,11,CY102,Chemistry Lab,2,1336,C,3
2847,2023,1,11,CY102,Chemistry Lab,2,1328,C,4
3216,2023,1,11,CY102,Chemistry Lab,2,1104,B,7
2406,2023,1,11,CY102,Chemistry Lab,2,1215,D,3
2541,2023,1,11,CY102,Chemistry Lab,2,1139,A,6
1902,2023,1,11,CY102,Chemistry Lab,2,1009,B,4
1920,2023,1,11,CY102,Chemistry Lab,2,1276,C,5
3207,2023,1,11,CY102,Chemistry Lab,2,1097,A,3
2892,2023,1,11,CY102,Chemistry Lab,2,1351,A,4
2082,2023,1,11,CY102,Chemistry Lab,2,1128,C,4
3369,2023,1,11,CY102,Chemistry Lab,2,1099,C,2
3612,2023,1,11,CY102,Chemistry Lab,2,1402,B,6
1983,2023,1,11,CY102,Chemistry Lab,2,1306,C,6
2622,2023,1,11,CY102,Chemistry Lab,2,1129,EX,6
3351,2023,1,11,CY102,Chemistry Lab,2,1344,C,3
2415,2023,1,11,CY102,Chemistry Lab,2,1186,D,4
2046,2023,1,11,CY102,Chemistry Lab,2,1226,C,4
2299,2023,1,11,EA101,EAA: Games and Sports - I,0,1397,P,4
3748,2023,1,11,EA101,EAA: Games and Sports - I,0,1336,P,3
3361,2023,1,11,EA101,EAA: Games and Sports - I,0,1205,P,3
2308,2023,1,11,EA101,EAA: Games and Sports - I,0,1200,P,5
2056,2023,1,11,EA101,EAA: Games and Sports - I,0,1388,P,4
3343,2023,1,11,EA101,EAA: Games and Sports - I,0,1080,P,5
2785,2023,1,11,EA101,EAA: Games and Sports - I,0,1068,P,6
2317,2023,1,11,EA101,EAA: Games and Sports - I,0,1078,P,7
3721,2023,1,11,EA101,EAA: Games and Sports - I,0,1101,P,8
3316,2023,1,11,EA101,EAA: Games and Sports - I,0,1040,P,4
2335,2023,1,11,EA101,EAA: Games and Sports - I,0,1249,P,7
3307,2023,1,11,EA101,EAA: Games and Sports - I,0,1225,P,6
3577,2023,1,11,EA101,EAA: Games and Sports - I,0,1299,P,5
2038,2023,1,11,EA101,EAA: Games and Sports - I,0,1164,P,6
3289,2023,1,11,EA101,EAA: Games and Sports - I,0,1199,P,4
2173,2023,1,11,EA101,EAA: Games and Sports - I,0,1278,P,3
2353,2023,1,11,EA101,EAA: Games and Sports - I,0,1084,P,5
3595,2023,1,11,EA101,EAA: Games and Sports - I,0,1233,P,4
3703,2023,1,11,EA101,EAA: Games and Sports - I,0,1206,P,6
3262,2023,1,11,EA101,EAA: Games and Sports - I,0,1144,P,4
2380,2023,1,11,EA101,EAA: Games and Sports - I,0,1133,P,4
3244,2023,1,11,EA101,EAA: Games and Sports - I,0,1165,P,4
3235,2023,1,11,EA101,EAA: Games and Sports - I,0,1016,P,7
2596,2023,1,11,EA101,EAA: Games and Sports - I,0,1008,P,5
2011,2023,1,11,EA101,EAA: Games and Sports - I,0,1314,P,4
3217,2023,1,11,EA101,EAA: Games and Sports - I,0,1104,P,7
2893,2023,1,11,EA101,EAA: Games and Sports - I,0,1351,P,4
2002,2023,1,11,EA101,EAA: Games and Sports - I,0,1028,P,8
3199,2023,1,11,EA101,EAA: Games and Sports - I,0,1116,P,6
2416,2023,1,11,EA101,EAA: Games and Sports - I,0,1186,P,4
3694,2023,1,11,EA101,EAA: Games and Sports - I,0,1261,P,3
3190,2023,1,11,EA101,EAA: Games and Sports - I,0,1075,P,7
3181,2023,1,11,EA101,EAA: Games and Sports - I,0,1038,P,5
2425,2023,1,11,EA101,EAA: Games and Sports - I,0,1282,P,6
1957,2023,1,11,EA101,EAA: Games and Sports - I,0,1357,P,6
2884,2023,1,11,EA101,EAA: Games and Sports - I,0,1010,P,3
1993,2023,1,11,EA101,EAA: Games and Sports - I,0,1053,P,5
3757,2023,1,11,EA101,EAA: Games and Sports - I,0,1295,P,3
2443,2023,1,11,EA101,EAA: Games and Sports - I,0,1379,P,3
3136,2023,1,11,EA101,EAA: Games and Sports - I,0,1033,P,5
2065,2023,1,11,EA101,EAA: Games and Sports - I,0,1389,P,7
1930,2023,1,11,EA101,EAA: Games and Sports - I,0,1209,P,7
3118,2023,1,11,EA101,EAA: Games and Sports - I,0,1195,P,3
2875,2023,1,11,EA101,EAA: Games and Sports - I,0,1319,P,2
2722,2023,1,11,EA101,EAA: Games and Sports - I,0,1091,P,5
2461,2023,1,11,EA101,EAA: Games and Sports - I,0,1297,P,3
3109,2023,1,11,EA101,EAA: Games and Sports - I,0,1243,P,4
3685,2023,1,11,EA101,EAA: Games and Sports - I,0,1398,P,4
2074,2023,1,11,EA101,EAA: Games and Sports - I,0,1130,P,5
3100,2023,1,11,EA101,EAA: Games and Sports - I,0,1142,P,7
2695,2023,1,11,EA101,EAA: Games and Sports - I,0,1300,P,6
3082,2023,1,11,EA101,EAA: Games and Sports - I,0,1052,P,3
2137,2023,1,11,EA101,EAA: Games and Sports - I,0,1163,P,8
3073,2023,1,11,EA101,EAA: Games and Sports - I,0,1386,P,6
3055,2023,1,11,EA101,EAA: Games and Sports - I,0,1088,P,4
2614,2023,1,11,EA101,EAA: Games and Sports - I,0,1011,P,5
1939,2023,1,11,EA101,EAA: Games and Sports - I,0,1001,P,6
2515,2023,1,11,EA101,EAA: Games and Sports - I,0,1313,P,4
3037,2023,1,11,EA101,EAA: Games and Sports - I,0,1153,P,6
2749,2023,1,11,EA101,EAA: Games and Sports - I,0,1289,P,5
3676,2023,1,11,EA101,EAA: Games and Sports - I,0,1387,P,7
2857,2023,1,11,EA101,EAA: Games and Sports - I,0,1187,P,6
2677,2023,1,11,EA101,EAA: Games and Sports - I,0,1268,P,4
2524,2023,1,11,EA101,EAA: Games and Sports - I,0,1293,P,4
3010,2023,1,11,EA101,EAA: Games and Sports - I,0,1082,P,2
2533,2023,1,11,EA101,EAA: Games and Sports - I,0,1189,P,7
2650,2023,1,11,EA101,EAA: Games and Sports - I,0,1169,P,6
2983,2023,1,11,EA101,EAA: Games and Sports - I,0,1281,P,6
2767,2023,1,11,EA101,EAA: Games and Sports - I,0,1381,P,6
2542,2023,1,11,EA101,EAA: Games and Sports - I,0,1139,P,6
3613,2023,1,11,EA101,EAA: Games and Sports - I,0,1402,P,6
2848,2023,1,11,EA101,EAA: Games and Sports - I,0,1328,P,4
2974,2023,1,11,EA101,EAA: Games and Sports - I,0,1056,P,6
2551,2023,1,11,EA101,EAA: Games and Sports - I,0,1087,P,6
2965,2023,1,11,EA101,EAA: Games and Sports - I,0,1211,P,4
2641,2023,1,11,EA101,EAA: Games and Sports - I,0,1288,P,6
1948,2023,1,11,EA101,EAA: Games and Sports - I,0,1177,P,6
2956,2023,1,11,EA101,EAA: Games and Sports - I,0,1332,P,6
2218,2023,1,11,EA101,EAA: Games and Sports - I,0,1138,P,7
3514,2023,1,11,EA101,EAA: Games and Sports - I,0,1338,P,5
3505,2023,1,11,EA101,EAA: Games and Sports - I,0,1272,P,7
3496,2023,1,11,EA101,EAA: Games and Sports - I,0,1034,P,5
3739,2023,1,11,EA101,EAA: Games and Sports - I,0,1376,P,1
3523,2023,1,11,EA101,EAA: Games and Sports - I,0,1045,P,1
2236,2023,1,11,EA101,EAA: Games and Sports - I,0,1263,P,6
3478,2023,1,11,EA101,EAA: Games and Sports - I,0,1266,P,5
2776,2023,1,11,EA101,EAA: Games and Sports - I,0,1374,P,4
2209,2023,1,11,EA101,EAA: Games and Sports - I,0,1061,P,5
3568,2023,1,11,EA101,EAA: Games and Sports - I,0,1372,P,4
3469,2023,1,11,EA101,EAA: Games and Sports - I,0,1356,P,3
3532,2023,1,11,EA101,EAA: Games and Sports - I,0,1026,P,6
2245,2023,1,11,EA101,EAA: Games and Sports - I,0,1262,P,2
3460,2023,1,11,EA101,EAA: Games and Sports - I,0,1212,P,6
2092,2023,1,11,EA101,EAA: Games and Sports - I,0,1149,P,2
3451,2023,1,11,EA101,EAA: Games and Sports - I,0,1123,P,6
2254,2023,1,11,EA101,EAA: Games and Sports - I,0,1083,P,6
3442,2023,1,11,EA101,EAA: Games and Sports - I,0,1399,P,6
2263,2023,1,11,EA101,EAA: Games and Sports - I,0,1047,P,5
2569,2023,1,11,EA101,EAA: Games and Sports - I,0,1089,P,6
3550,2023,1,11,EA101,EAA: Games and Sports - I,0,1234,P,4
3397,2023,1,11,EA101,EAA: Games and Sports - I,0,1368,P,8
3388,2023,1,11,EA101,EAA: Games and Sports - I,0,1320,P,5
2191,2023,1,11,EA101,EAA: Games and Sports - I,0,1019,P,5
3379,2023,1,11,EA101,EAA: Games and Sports - I,0,1283,P,4
3559,2023,1,11,EA101,EAA: Games and Sports - I,0,1230,P,5
1922,2023,1,11,EE101,Basic Electrical Engineering,3,1276,P,5
2192,2023,1,11,EE101,Basic Electrical Engineering,3,1019,C,5
2129,2023,1,11,EE101,Basic Electrical Engineering,3,1325,F,6
3200,2023,1,11,EE101,Basic Electrical Engineering,3,1116,C,6
3695,2023,1,11,EE101,Basic Electrical Engineering,3,1261,C,3
2831,2023,1,11,EE101,Basic Electrical Engineering,3,1219,B,4
